Client,RiskTolerance,Region,TotalInvestment,YearsOfInvestmentExperience,AnnualFeeRate,TotalServiceFee,TotalServiceCost,NetIncome,ProfitMargin,Service,AvgAnnualReturn,AnnualReturnVolatility,Liquidity,TotalValue,AvgAnnualFeeRate,ServiceTotalServiceFee,ServiceTotalServiceCost,ProfitMargin,Score,AdjustedScore,AllocPercent
client58,low,Europe,625193824,27,0.6,3751162.94,4063759.86,-312596.92,-8.33,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,7.24
client58,low,Europe,625193824,27,0.6,3751162.94,4063759.86,-312596.92,-8.33,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,3.84
client58,low,Europe,625193824,27,0.6,3751162.94,4063759.86,-312596.92,-8.33,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,3.61
client58,low,Europe,625193824,27,0.6,3751162.94,4063759.86,-312596.92,-8.33,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,0.64
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,5.58
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,1.85
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,6.58
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,1.03
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,3.78
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,2.35
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,8.15
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,9.17
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,9.49
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,8.52
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,3.09
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,8.9
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,7.19
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,0.01
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,9.46
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,9.08
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,2.58
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,1.79
client59,low,Europe,190280087,30,0.6,1141680.52,1236820.57,-95140.05,-8.33,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,9.74
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,8.41
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,6.69
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,4.2
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,5.77
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,1.33
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,8.88
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,0.77
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,3.19
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,6.04
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,2.28
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,4.94
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,6.87
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,9.85
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,8.21
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,8.7
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,5.64
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,8.34
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,5.78
client60,low,Europe,225609349.3,32,0.5,1128046.75,1466460.77,-338414.02,-30,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,3.8
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,8.2
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,6.72
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,6.76
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,7.54
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,6.8
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,4.15
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,8.2
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,4.38
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,7.9
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,3.47
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,3.87
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,0.43
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,4.5
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,8.69
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,5.89
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,3.07
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,1.34
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,2.8
client61,low,Europe,230383080,19,0.8,1843064.64,1497490.02,345574.62,18.75,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,4.08
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,4.47
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,2.81
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,6.7
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,5.2
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,7.55
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,7.62
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,6.36
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,2.38
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,7.48
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,7.45
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,2.78
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,8.95
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,1.1
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,0.39
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,6.39
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,5.06
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,3.8
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,8.08
client62,low,Europe,220207641.9,29,0.6,1321245.85,1431349.67,-110103.82,-8.33,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,0.73
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,2.92
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,6.73
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,2.91
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,7.83
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,5.73
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,9.28
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,2.5
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,2.97
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,5.16
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,1.03
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,5.47
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,8.37
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,9.76
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,5.19
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,4.87
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,3.85
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,9.48
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,1.63
client63,low,Europe,175835067.4,37,0.5,879175.34,1142927.94,-263752.6,-30,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,4.66
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,4.81
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,6.6
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,2.82
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,9.13
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,1.83
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,3.89
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,1.01
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,1.42
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,7.2
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,4.59
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,1.56
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,3.16
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,8.48
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,6.78
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,4.8
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,3.16
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,3.55
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,9.29
client64,low,Europe,222354608.3,40,0.4,889418.43,1445304.95,-555886.52,-62.5,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,2.05
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,2.04
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,4.93
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,6.72
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,9.73
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,2.24
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,7.8
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,7.34
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,1.2
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,7.59
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,8.95
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,1.01
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,0.34
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,6.92
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,0.12
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,2.47
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,6.39
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,3.08
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,6.96
client65,low,Europe,168271405.3,24,0.7,1177899.84,1093764.13,84135.71,7.14,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,4.73
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,0.55
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,4.09
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,2.79
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,5.85
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,0.81
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,4.7
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,9.48
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,1.92
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,7.17
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,0.32
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,2.19
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,8.79
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,2.13
client66,low,Europe,208842731.3,36,0.5,1044213.66,1357477.75,-313264.09,-30,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,4.17
